Stranica,Tekst
61,"<p>Futur</p><p>ja
  <form type=""inflectedForm"" xml:lang=""hr"">
 <orth>budem malan</orth>
 <gramGrp>
 <gram corresp=""#glagol"" type=""pos""/>
 <gram corresp=""#G_glavni"" type=""verbType""/>
 <gram corresp=""#buduce"" type=""tense""/>
 <gram corresp=""#prvo"" type=""person""/>
 <gram corresp=""#jednina"" type=""number""/>
 <gram corresp=""#pasiv"" type=""voice""/>
 <gram corresp=""#muski"" type=""gender""/>
 </gramGrp>
 </form>
  ja
  <form type=""inflectedForm"" xml:lang=""hr"">
 <orth>budem malana</orth>
 <gramGrp>
 <gram corresp=""#glagol"" type=""pos""/>
 <gram corresp=""#G_glavni"" type=""verbType""/>
 <gram corresp=""#buduce"" type=""tense""/>
 <gram corresp=""#prvo"" type=""person""/>
 <gram corresp=""#jednina"" type=""number""/>
 <gram corresp=""#pasiv"" type=""voice""/>
 <gram corresp=""#zenski"" type=""gender""/>
 </gramGrp>
 </form>
  ja
  <form type=""inflectedForm"" xml:lang=""hr"">
 <orth>budem malano</orth>
 <gramGrp>
 <gram corresp=""#glagol"" type=""pos""/>
 <gram corresp=""#G_glavni"" type=""verbType""/>
 <gram corresp=""#buduce"" type=""tense""/>
 <gram corresp=""#prvo"" type=""person""/>
 <gram corresp=""#jednina"" type=""number""/>
 <gram corresp=""#pasiv"" type=""voice""/>
 <gram corresp=""#srednji"" type=""gender""/>
 </gramGrp>
 </form>
  , ich werde gemalet werden itd.</p><p>I tako se dalje postupa kroz sve načine, vremena, brojeve i osobe.</p><p>Napomena</p><p>Taj se način više upotrebljava u prošlim i budućim vremenima. U sadašnjem se rjeđe rabi jer bi se moglo činiti sumnjivim da se primjerice s pomoću jesem malan pravilno može izraziti sadašnjost (jer zaista ga se u udžbenicima određuje kao perfekt) ili se iz kojega drugoga razloga. Općenito se drugo i treće lice prezenta u pasivu ne rabe često.</p><p>§ 3.</p><p>Glagoli koji ne dopuštaju tvorbu participa pasiva na an, en, t, smatraju se medijalnim glagolima. Od njih neki završavaju na an, em, im, kao: padam, ich falle, živem, ich lebe; kričim, ich schreie. Kod nekih se glagola na am, em, im lijepi i riječca se, kao: habamsze,</p>"
62,"<p>ich enthalte; sztajemsze, ich stehe auf; bojimsze, ich fürchte. Oba se načina mijenjaju kao aktiv osim što se posljednjima [glagolima] dodaje to se čijim izostavljanjem ti glagoli ne bi postali aktivni niti bi se tako nazivali.</p><p>§ 4.</p><p>Pravi bezlični glagoli vrlo su rijetki.</p><p>Boli, es schmerzet; bole, es schmerzen; srbi, es kizelt, srbe, es kizlen, uvijek se mijenjaju s prvim padežom kao: bolele su mi noge, die Füsse haben mich geschmerzet, srbela ti budu vuha, die Ohren werden dich kizeln.</p><p>prezent perfekt futur</p><p>grusti se, es verdrüsset grustilo se je grustilo se bude</p><p>duri se, es eckelt durilo se je durilo se bude</p><p>rači se, es beliebet račilo se je račilo se bude</p><p>pristoj se, es geziemet pristojalo se je pristojalo se bude</p><p>dostoj se, es nützet dostojalo se je dostojalo se bude</p><p>veđa se, es verdrüsset veđalo se je veđalo se bude</p><p>Oni se rabe samo u jednini i s trećim padežom, kao veđa se meni, es verdrüsset mich.</p>"
63,"<p>Žal je, es reuet; treba ili trebe je, es muss, imaju sva lica jednine s pomoću glagola ja sam, ti si itd., pri čemu se osoba stavlja u treći padež, kao: bude mi žal, es wird ihn reuen; meni je trebe, es ist mir nötig. Na taj se način mogu upotrebljavati svi srednji rodovi pridjeva, kao: milo mi je, es erbarmet mich; drago mu bude, es wird ihm angenehm sein itd.</p><p>Čak se i od ličnih glagola tvore takvi bezlični glagoli, kao: grmi, es donnert, od grmim, ich donere; treska, es blizet, od treskam, ich blize; vedri se, es heitert sich, od vedrim, ich heitere; hoče mu se, es gefällt ihm, neče mu se, es gefällt ihm nicht, od hoču, ich will, neču, ich will nicht</p><p>Treće poglavlje</p><p>Kako se u pravilnim promjenama od indikativa tvore svi ostali načini</p><p>§ 1</p><p>Gotovo čitava promjena ovisi o glavnome participu koji završava na l.</p>"
64,"<p>Sada ćemo objasniti kako se on izvodi od prvoga lica indikativa koje završava na am, em, im, a potom kako se od njega tvore drugi participi.</p><p>Opće pravilo o glavnome participu</p><p>Glavni particip koji završava na l, tvori se od prvoga lica indikativa koje završava na am, em, im, tako da se m pretvori u l, kao: pelja-m, ich führe, pelja-l; zime-m, ich friere, zime-l; greši-m, ich sündige, greši-l.</p><p>Ovo pravilo slijede svi glagoli na am, većina na im, no od onih na em samo oni kod kojih ispred em stoji suglasnik b, l, m, p, v, s ili z i svi tzv. inkoativni glagoli. Svi ostali glagoli na em su nepravilni ili slijede osobita pravila, o čemu će još biti riječi.</p><p>Osobita pravila za glagole na em</p><p>1. Oni koji završavaju na ajem, imaju glavni particip na ajal, kao lajem, ich belle, lajal. Oni koji završavaju na ejem, imaju ejal, sejem, ich säe, sejal. Oni na ujem, daju uval, kao verujem, ich glaube, veruval.</p><p>Od toga</p>"
65,"<p>su izuzeti kujem, ich schmiede; rujem, ich wühle auf; snujem, ich entwerfe; trujem, ich vergifte, čiji glavni particip završava na oval, kao koval, roval, snoval, troval.</p><p>2. Oni koji završavaju na nem, imaju nul, kao ginem, ich gehe zugrunde, gi-nul.</p><p>3. Oni koji završavaju na ljem dobivaju al, kao dremljem, ich schlummere, drem-al. Oni na dyem [đem] imaju dal, kao zidyem, ich führe eine Mauer, zidal; oni na gyem [đem] imaju gal, kao druzgyem, ich zerreibe, druzgal. Iznimke su: kašljem, ich huste, ima kašljal; koljem, ich töte, klal.</p><p>4. Oni koji završavaju na žem, daju zal, kao kažem, ich zeige, ka-zal. Iznimke su: lažem, ich lüge, ima lagal; slažem, ich vereinige, slagal; važem, ich wiege, vagal; stružem, ich schabe, strugal.</p><p>5. Oni koji završavaju na šem, imaju sal, kao pišem, ich schreibe, pisal; češem, ich kämme, česal. Iznimka su oni koji potječu od glagola na ham, a u kojih se šem mijenja u hal. Takvi su: češem, ich reisse ab; dišem, ich hauche; kišem, ich niese; mašem, ich schleudere; jašem, ich reite;</p>"
66,"<p>nišem, ich schwanke; pušem, ich blase; vošem, ich rieche: kao čehal, dihal itd.</p><p>6. Oni koji završavaju na čem, daju tal: drhčem, ich zittere; drhtal. Iznimke su oni koji potječu od glagola na kam, a u kojih se čem mijenja u kal. Takvi su: blesičem, ich blitze; drčem, ich laufe; frčem, ich drescle; hrčem, ich schnarche; hračem, ich reuspere aus; gučem, ich winsle; javčem, ich heule; iščem, ich suche; kvočem, ich gluchse; ločem, ich schlürfe; mačem, ich tauche ein; plačem, ich weine; pučem, ich reisse aus; svečem, ich käue; sučem, ich wickle zusammen; srčem, ich schlucke; skačem, ich springe; tačem, ich wälze; tiščem, ich drücke, vičem, ich schreie; vtičem, ich stosse ein.</p><p>Dakle, oni imaju oblike: drkal, frkal, lokal itd.</p><p>7. Tu još pripadaju i: orje, ich ackere, daje oral; tkem, ich wehe, tkal; žge, ich brenne, žgal; žvem, ich kaue, žval; i nepravilni glagoli na čem, tem, rem, jem o kojima će biti riječi u posljednjem poglavlju.</p>"
67,"<p>§ 2.</p><p>Glagoli na im koji im mijenjaju u al</p><p>Bečim, ich meckere; bežim, ich fliehe; bojim se, ich fürchte mich; drčim, ich laufe; držim, ich halte; dišim, ich rieche; ječim, ich heule; klečim, ich knie; kričim, ich schreie; ležim, ich liege; marim, ich sorge; mučim, ich schweige; praščim, ich berste; režim, ich gähne; ručim, ich brülle; žmehčim, ich beschwere; žvenčim, ich klinge; sičim, ich zische; spim, ich schlafe.</p><p>Dakle: bečal, ječal, klečal itd.</p><p>Glagoli na im koji im mijenjaju u el</p><p>Curim, ich fliesse; falim, ich mangle; grmim, ich donnere; gledim, ich sehe an; gnjilim, ich faule; gorim, ich brenne; hlepim, ich trachte danach; kipim, ich siede; letim, ich fliege; razumim, ich verstehe; želim, ich verlange; šumim, ich sause; skrbim, ich besorge; smrdim, ich stinke; trpim, ich leide; velim, ich sage; vrtim, ich drehe herum; vidim, ich sehe; visim, ich hänge; zrelim, ich zeitige.</p>"
68,"<p>Dakle: curel, gledel, trpel itd.</p><p>§ 3.</p><p>Opće pravilo o infinitivu</p><p>Infinitiv pravilnih glagola tvori se od glavnoga participa. Tako naime da se l mijenja u ti, pa od drčem, ich laufe, čiji je glavni particip drkal, nastaje drka-ti; od drčim, ich laufe, drča-l nastaje drčati.</p><p>Iznimka</p><p>Oni koji ispred el imaju b, d ili z, infinitiv tvore na sti ili si, kao skub-sti od skubel i skuben, ich rüpfe aus; gri-sti od grizel i grizem, ich beisse; pa-sti od pas-el i pasem, ich weide; ne-sti od nes-el i nesem, ich trage; također i od tepem, ich schlage, nastaje tep-el, tep-sti.</p><p>§ 4</p><p>Opće pravilo o participu na vši</p><p>Particip na vši tvori se od glavnoga participa i to tako da se</p>"
69,"<p>l pretvori u vši. Dakle, ostavi-l daje ostavi-vši.</p><p>Iznimka</p><p>Glagoli na aval daju avši kao odurjaval, hassend, odurjavši, a oni na uval od ujem daju uvši, kao imenujem, ich nenne, imenuval, imenuvši.</p><p>Napomena</p><p>Ti su participi na vši u općoj uporabi rijetki, dok u knjigama nisu tako rijetki.</p><p>§5</p><p>Opća pravila o participu pasivnom</p><p>Prvo</p><p>Pasivni particip na an nastaje kada se al glavnoga participa promijeni u an, kao poštujem, ich ehre, poštuv-al daje poštuv-an.</p><p>Drugo</p><p>Pasivni particip na en tvori se, dakle, tako da se el, il, ul glavnoga participa promijene u en. Kao želem, ich wünsche, želel, želen; vučim, ich lehre, vučil, vučen.</p><p>Razmatranja o drugom pravilu</p><p>Neki suglasnici koji stoje ispred il i ul glavnoga participa, pri oblikovanju</p>"
70,"<p>participa pasivnoga iza sebe prihvaćaju još neka druga slova, o čemu valja zapamtiti sljedeće:</p><p>1. D, t, n iza sebe prihvaćaju y, kao sudil, sudyen, od sudim, ich urteile; hitil, hityen, od hitim, ich werfe; branil, branyen, od branim, ich beschütze; vernul, vernyen, vernem, ich stelle zurück. U tu skupinu spada i vidim, ich sehe, videl, vidyen, ali lyutim ich erbittere, lyutil daje samo lyuten, ochitim, ich offfenbare, ochitil, ochiten; chutim, ich fühle, chutil, chuten; chasztil, ich ehre, chaztil, chaztiten</p><p>Napomena</p><p>Oni koji umjesto dy u pismu rabe gy, kao szugyen za szudyen, ili umjesto ty pišu ch ili ich, kao hichen ili hitchen za hityem, lako će moći primijeniti to pravilo.</p><p>2. B, m, p, v iza sebe prihvaćaju lj kao od grabim, ich raube, grabil, grabljen; màmim, ich locke an, mâmil, mámljen; tràpim, ich peinige, tràpil, trapljen; lovim, ich fasse, lovil, lovljen. U ovu skupinu spada i skrbìm, skrbel, skrbljen.</p><p>3. R, kada stoji iza samoglasnika, iza sebe prihvaća j, kao stvorim, ich erschaffe, stvoril, stvorjen; hàrim, ich haue, haril, harjen. Kada, međutim, iza njega stoji suglasnik,</p>"
71,"<p>iza sebe ne prihvaća nikakavo drugo slovo, kao vudrìm, ich schlage, vudril, vudren.</p><p>4. Z se uvijek mijenja u s, ne samo ispred il, već i ispred el, kao vozim, ich fahre, vozil, vosen; proszim, ich begehre, proszil, proſſen; pàszem, ich weide, pàszel, pàſſen, nezsem, ich trage, neszel, neſſen.</p><p>Napomena</p><p>Glagoli koji završavaju na lyen, dyem, gyem, particip pasivni tvore također od indikativa, kao od draplyem, ich zerreisse, draplyen i drapan; od glodyem, ich nage, glodyen i glodan.</p><p>I tako smo sva vremena i sve participe svih pravilnih promjena izveli od prvoga lica indikativa koje završava na am, em, im.</p><p>Četvrto poglavlje</p><p>O složenim, izvedenim, frekventativnim i inkoativnim glagolima</p><p>§ 1</p><p>Pod pojmom složeni glagol podrazumijevam one glagole kojima je predmetnut prijedlog,</p>"
72,"<p>a o kojima je riječ u prvom poglavlju četvrtoga dijela.</p><p>Postoje četiri razreda izvedenih glagola.</p><p>U prvome razredu izvedenih glagola su oni koji se izvode od složenih glagola. Takvih Horvati imaju veoma mnogo: većina ih završava na am, avam, ivam, ujem, a tvori ih se od pasivnih participa koji završavaju na an ili en, no tako da se zadrže različita slova tih participa o kojima je bilo riječi u posljednjem paragrafu treće glave.</p><p>složeni glagol particip pasivni izvedeni glagol značenje</p><p>dopunim dopunjen dopunjavam ich erfülle</p><p>iziščem iziskan iziskavam ich suche aus</p><p>nazvestim nazveščen nazveščujem</p><p>nazveščam ich kündige an</p><p>obrežem obrezan obrezavam ich beschneide</p><p>otpravim otpravljen otpravljam ich fertige ab</p><p>odurim odurjen odurjavam ich hasse</p><p>ogradim ograđen ograđujem</p><p>ograđam ich verzäune</p><p>premamim premamljen premamljujem ich verführe</p><p>priskrbim priskrbljen priskrbljujem</p><p>priskrbivam ich versorge</p>"
73,"<p>No ti izvedeni glagoli u svojem pretposljednjem slogu ne mogu imati o koje se uvijek mijenja u a, kao:</p><p>potkopam potkopan potkapam ich untergrabe</p><p>ponovim ponovljen ponavljam ich erneuere</p><p>raznosim raznošen raznašam ich trage herum</p><p>vtopim vtopljen vtapljam ich tauche ein</p><p>zagovorim zagovorjen zagovarjam ich beschütze</p><p>Neki se, međutim, tvore od indikativa prezenta ili kako drukčije, što se mora naučiti iz uporabe.</p><p>§ 2</p><p>U drugi razred spadaju oni glagoli koji se izvode od nesloženih glagola. Malobrojni su i slijede pravila prethodnih. Dakle, od menim, menjam, ich verändere, rodim, rađam, ich gebäre; kupim, kupujem, ich kaufe; dobim, dobivam, ich bekomme itd.</p><p>Obje se skupine tih izvedenih glagola uvelike slažu s frekventativnim (frequentativis) glagolima Latina. No frekventativni je glagol onaj koji označuje učestalo vršenje radnje, njezino ponavljanje ili ustrajanje u njoj, dok je svršeni glagol (perfectum) ili apsolutni glagol (absolutum)</p>"
74,"<p>onaj kojim se izražava radnja koja je završena, dovršena i koja je jedinstvena i osobita. Dakle, frekventativni glagol kupuvati znači ponavljati kupnju ili je nastavljati ili upravo kupovati, čak i ako se kupnja nikada ne dovrši. Svršeni glagol kupiti znači obaviti i dovršiti kupnju. Stoga se kaže: Cel dan si kupuval, a nikaj nesi kupil, du kauftest den ganzen Tag herum, jast aber nichts gekaufet.</p><p>§ 3</p><p>Treći razred čine izvedeni, no istodobno i svršeni glagoli, koji završavaju na nem. Glagoli u njihovoj osnovi su frekventativni, a svršeni se glagoli od njih izvode pravilno, i to tako da se am frekventativnoga promijeni u nem perfektivnoga. Drugi se pak izvode nepravilno. Ovdje donosimo popis gotovo svih tih glagola, i pravilnih i nepravilnih, jer se većina izvedenih glagola ne može pronaći u rječnicima.</p>"
75,<p>Glagoli koji pravilno mijenjaju an u nem:</p><p>osnovni glagol značenje</p><p>begam ich fliehe</p><p>bekam ich stammle</p><p>blesičem</p><p>ich blitze</p><p>blesikam</p><p>bubam ich klopfe</p><p>čmrgam ich hauche</p><p>crkam ich verrrecke</p><p>cmrkem</p><p>ich schlucke</p><p>cmrkam</p><p>cvikam ich zwicke</p><p>cukam ich zupfe</p><p>drčem</p><p>ich laufe</p><p>drkam</p><p>drapam</p><p>ich zerreisse</p><p>drapljem</p><p>drukam ich stosse</p><p>dukam ich springe</p><p>frčem</p><p>ich drechsle</p><p>frkam</p><p>fučkam ich pfeife</p><p>gutam ich schlucke</p><p>hrčem</p><p>ich schnarche</p><p>hrkam</p><p>javčem</p><p>ich heule</p><p>javkam</p><p>jekam ich werfe an</p><p>kljukam ich klopfe an</p>
76,<p>lupam ich klopfe</p><p>maham</p><p>ich schleudere</p><p>mašem</p><p>peham ich stiere</p><p>pikam ich steche</p><p>puham</p><p>ich blase</p><p>pušem</p><p>pučem</p><p>ich rupfe</p><p>pukam</p><p>ričem</p><p>ich schlage aus</p><p>ritam</p><p>šepčem</p><p>ich wispere</p><p>šeptam</p><p>šikam ich schlage</p><p>šupam ich schlage</p><p>špriham ich streue aus</p><p>srčem</p><p>ich verschlucke</p><p>srkam</p><p>sučem</p><p>ich wickle zusammen</p><p>sukam</p><p>treskam ich donere</p><p>vagam</p><p>ich wäge</p><p>važem</p><p>vičem</p><p>ich schreie</p><p>vikam</p><p>voham</p><p>ich rieche</p><p>vošem</p><p>zeham ich gähne</p>
77,"<p>Kada se to am promijeni u em, tada primjerice od pikam dobijemo piknem etc. od kojega se potom, prema pravilima navedenima u prethodnom poglavlju, načine participi piknul, piknjen, a od njih se pak tvori cijela promjena.</p><p>Sljedeći glagoli mijenjaju am, em, im u nem, no s nekom manjom promjenom.</p><p>osnovni glagol značenje izvedeni glagol</p><p>bečim ich meckere beknem</p><p>diham dehnem</p><p>ich atme</p><p>dišem dihnem</p><p>družđem</p><p>ich drucke zdrusnem</p><p>druzgam</p><p>grizem ich beisse griznem</p><p>kiham kehnem</p><p>ich niese</p><p>kišem kihnem</p><p>klečim ich knie nieder kleknem</p><p>kričim ich schreie kriknem</p><p>kušujem ich küsse kušnem</p><p>migam ich winke megnem</p><p>minujem ich nehme an minem</p><p>mučim ich schweige muknem</p><p>obližem ich lecke obleznem</p><p>odklepljem ich schliesse auf odklenem</p><p>odklepljem ich schliesse auf odklenem</p><p>odgrinjam ich bedecke ogrnem</p><p>opominam ich mahne opomenem</p><p>prham ich werde zu Asche sprhnem</p>"
78,"<p>pljujem ich speie pljunem</p><p>počivam ich ruhe počinem</p><p>prašim</p><p>ich krache prasnem</p><p>praskam</p><p>pucam ich berste puknem</p><p>rivam ich stosse rinem</p><p>ščipam ščeknem</p><p>ich zupfe</p><p>ščipljem zešmeknem</p><p>žmičem</p><p>ich drucke aus cmeknem</p><p>žmikam</p><p>spominam ich erinnere spomenem</p><p>suvam ich trage ein sunem</p><p>tičem</p><p>ich berühre teknem</p><p>tikam</p><p>tiščem</p><p>tiščim ich drucke tisnem</p><p>tiskam</p><p>vijam ich wickle vinem</p><p>vračam ich gebe zurück vrnen</p><p>vsekujem ich schneuze aus vseknem</p><p>vtapljam se ich versinke vtonem</p><p>zaklepljem ich schliesse zu zaklenem</p><p>zevam ich gähne zenem</p><p>zijam ich gähne zijam</p><p>Napomena</p><p>Od nekih od tih osnovnih glagola nastaju i drugi glagoli koji su istodobno i složeni i izvedeni i koji se slažu s drugima na nem. Dakle,</p>"
79,"<p>od puham nastaje složeno i izvedeno napuhavam s kojim se slaže napuhnem. Od grizem nastaje ogrizavam, a od diham nastaje izdihavam – s prvim se slaže ogriznem, a s drugim izdehnem.</p><p>§ 4.</p><p>Najotmjenije i najneobičnije obilježje tih triju razreda jest da se u indikativu za prezent i preterit obično rabe frekventativni glagoli, a u perfektu i pluskvamperfektu svršeni glagoli, npr. u prvome razredu glagol pišem, ich schreibe, čiji je svršeni glagol složeno prepišem koji znači ’prepisat ću’, ich werde abschreiben oder überschrieben. Od njega se pak, prema pravilima danima u prethodnome poglavlju, tvore perfekt prepisal sem, ich habe abgeschrieben, i pluskvamperfekt bil sem prepisal, ich hatte abgeschrieben.</p><p>Frekventativni glagol, međutim, ili izveden od prepišem bit će prepisavam, koje znači otprilike ich schreibe enen ab ili ich bin im Abschreiben begriffen, a preterit od toga je prepisaval sem, ich schrieb ab.</p>"
80,"<p>U drugome je razredu svršeni glagol platim, ich bezahle, čiji je particip plačen, a frekventativni glagol plačam. Tako je plačam indikativ prezenta i znači ich bezahle. Perfekt je platil sem, ich habe bezahlt, pluskvamperfekt bil sem platil, ich hatte bezahlt, futur platim, ich werde bezahlen.</p><p>U trećem je razredu frekventativni glagol opominam i svršeni opomenem. U indikativu prezenta je opominam, ich mahne, u perfektu opominal sem, ich mahnete, u pluskvamperfektu bil sem opomenul, ich hatte ermahnt, u futuru opomenem, ich werde mahnen. Tako se i u Evanđelju po Ivanu 15, 6 buduće vrijeme izražava s pomoću svršenih glagola: Ako gdo vu meni ne opstoji, vun se zvrže kakti rozgva i osehne i poberu njega i vu ogenj hitiju, wenn jemand nicht in mir verbleiben wird, wird er hinaus geworfen werden und verdorren und sie werden ihn zusammenlesen und in das Feuer werfen.</p>"
81,"<p>No gore sam rekao kako se ti glagoli najčešće rabe jer se i frekventativni glagoli rabe u futuru kada se želi izraziti češće ponavljanje ili nastavak kakve radnje. Dakle, kaže se: budem prepisaval, budem plačal, budem opominal. I svršeni se glagoli rabe u prezentu kada su veznikom povezani s kojim drugim, nesvršenim glagolom ili kada se pripovijeda o kakvome prošlomu događaju koji se slušatelju predstavlja kao sadašnji. Primjerice: Zapazi Abraham tri angele, stane se pred nje, šetuje, ljubljen pozdravi, obed pripravi, Abraham siehet drei Engel, stehet auf, eilet ihnen entgegen, grüsset sie liebreich, bereitet die Mahlzeit.</p><p>Ti se glagoli rabe i u ostalim vrstama promjena, naime u imperativu, konjunktivu ili infinitivu, kako već iziskuje smisao govora. Naime, frekventativni se glagoli upotrebljavaju kada se želi izraziti da se neka radnja opetovano nastavlja i da se u njoj ustraje, a svršeni glagoli kada je radnja izvjesna, određena i dovršena. Za sva ostala vremena valja u obzir uzeti pravila koja se u drugom poglavlju donose o promjeni,</p>"
82,"<p>a u trećem o tvorbi. Tako se, primjerice, u imperativu mora reći: opominaj ti, naj on opomina itd. kada se želi izraziti opomena koja se češće ponavlja ili nastavlja. No ako je riječ o nekoj određenoj i već završenoj opomeni, kaže se: opomeni ti, naj on opomene itd. jer opominaj ti nastaje od opominam, a opomeni od opomenem jer se u prvome slučaju m mijenja u i, a u drugome em u i, prema pravilima danima u drugome poglavlju. Isto je tako infinitiv opominati i opomenuti, a participi opominal, opomenul, opominan, opomenjen.</p><p>§ 5</p><p>Četvrti razred izvedenih glagola jesu inkoativni. Tako se nazivaju jer se izražavaju latinskim inkoativnim glagolima (inhoativa) i glagolima bivam, postajem, a zato im je i značenje pasivno. Izvode se od imenice kojoj se dodaju em, uje ili im se, a da se ona sama ne mijenja ili se mijenja smo malo. To su: žutem, ich werde gelb, od žut, gelb; bledem,</p>"
83,"<p>ich werde blass, od bled, blass; bogatem, ich werde reich, od bogat, reich; nemem, ich werde stumm; zimem, ich werde kalt, od zima, Kälte; slepem, ich werde blind, od slep; gladujem, ich werde hungrig, od glad, Hunger; drevenim se, ich werde zu Holz, od drevo, Holz itd. No kako god završavale u prezentu i preteritu, u perfektu, pluskvamperfektu i futuru dobivaju predmetak o i tvore se pravilno. Glavni particip tvore pak na el, infinitiv na eti, a futur na em.</p><p>Primjerice:</p><p>indikativ prezenta: plešive-m, eš, e, ich werde kahl</p><p>preterit: plešivel sem, ich wurde kahl</p><p>perfekt: oplešivel sem, ich bin kahl geworden</p><p>futur: oplešive-m, eš, e, ich werde kahl werden</p><p>infinitiv: oplešiveti, kahl geworden sein</p><p>Dakle, kaže se: ozdravel sem, ich bin gesund worden, od zdrav, gesund; oživel sem, ich bin wieder lebendig worden, od živ, lebendig; ostarel sem, ich bin alt geworden, od star,</p>"
84,"<p>alt; ogluhel sem, ich bin taub worden, od gluh, taub; osuhel sem, ich bin ausgetrocknet, od suh, trocken itd. jer ti se glagoli uglavnom rabe u perfektu i pluskvamperfektu iako neki smatraju da bi se isto trebalo izražavati prezentom i preteritom glagola bivam i s pomoću same imenice: kao zdrav bivam umjesto zdravem; star bivam umjesto starem; suh postajem umjesto suhem itd.</p><p>Napomena</p><p>Ove glagole ne valja brkati s drugima koji su također izvedeni od imenice i završavaju na im, kao od slep, blind, slepim; od črn, schwarz, črnim, jer oni su aktivni. Zato slepim znači ’činim slijepim’ ili ’osljepljujem’, mache blind oder bledne, od čega nastaju participi oslepil, oslepljen, ali slepem znači ’slijepim’, ich werde blind oder erblinde. Isto tako očrniti znači ’učiniti crnim’ ili ’pocrnjeti’, schwarz machen oder schwärzen, a očrneti znači ’postati crn’, schwarz werden itd.</p><p>Peto poglavlje</p><p>O nepravilnim glagolima i o ostalim glagolima koje valja dobro upamtiti</p><p>Ovdje će biti riječi o glagolima na koje se ne može primijeniti više pravila opisanih u prethodnim poglavljima</p>"
85,"<p>ili o njima još nešto valja reći. Ta se nepravilnost obično tiče: 1. glavnoga participa na l; 2. participa pasivnoga na an i en; 3. infinitiva na ti i či; 4. glagola na nem koji imaju značenje budućega vremena; 5. trećega lica množine; 6. drugoga lica imperativa; 7. tvorbe onih glagola koji se izvode od osnovnih ili od složenih glagola i obično završavaju na am, nem, ujem. No uglavnom ćemo donijeti samo one glagole koji ne slijede pravila jer se ostali moraju tvoriti i mijenjati prema pravilima opisanima u prethodnim poglavljima. Ono što je rečeno o osnovnim glagolima odnosi se i na složene, ali ne i na izvedene jer oni su gotovo svi pravilni. Kako se ti glagoli, izvedeni od osnovnih ili složenih glagola, najčešće rabe za izricanje indikativa prezenta, obično ćemo navoditi upravo njih. Za izricanje budućega vremena obično im služe upravo složeni glagoli ili glagoli na nem, a od tih se dvaju vremena izvode glavni particip i ostali participi,</p>"
86,"<p>ukoliko nismo naznačili drukčije. Jer kao što je već rečeno u prethodnome poglavlju, od prezenta se tvori glavni particip, i to pravilni, koji služi za tvorbu preterita. Od futura se pak tvori drugi particip od kojega se tvori prošlo vrijeme itd. Većina tih nepravilnih glagola završava na em, a donosimo ih poredane prema suglasnicima po kojima se razlikuju, a zbog kojh slijede određena posebna pravila, kao što će se još vidjeti. Dodana zvjezdica signalizira da se sama riječ, doduše, ne rabi, ali se navodi zbog glagola koji su od nje nastali izvođenjem ili slaganjem.</p><p>na čem</p><p>U glagolima pečem, ich brate; rečem, ich sage; sečem, ich schneide; tečem, ich fliesse, laufe; tučem, ich erschlage, klopfe; vlečem, ich ziehe; oblečem, ich werde anziehen; slečem, ich werde ausziehen, u glavnome participu čem se mijenja u kel, kao: pekel, rekel, sekel itd., dok se u participu trpnome mijenja u čen, kao rečen, tučen itd. U infinitivu se mijenja u či, kao vleči, teči itd. U trećem licu množine ti glagoli osim uobičajenoga završetka čeju imaju i osobiti završetak ku, kao peku,</p>"
87,"<p>reku itd. Drugo lice imperativa tvore na ci, kao reci, obleci itd. No od njih izvedeni glagoli mijenjaju se na različite načine: najčešće se upotrebljavaju: od lečem lačim, kao oblačim, ich ziehe an; slačim, ich ziehe aus; odvlačim, ich ziehe ab, koji su svi pravilni.</p><p>Hočem ili hoču, ich will; hotel; hoteti; u trećem licu množine hote; u drugome licu imperativa včini da hočeš.</p><p>Nehčem, neču, nehču, ich will nicht; nehtel, nehteti; u trećem licu množine nehčeju, a u istome postoji i poseban oblik nehte; u imperativu naj ti, ali i nehti; wolle du nicht; naj on neče, u množini najmo mi, wollen wir nicht; najte vi, wollet ihr nicht; naj oni nehte, wollen sie nicht.</p><p>Napomena</p><p>Glagoli hoču i neču često se upotrebljavaju s infinitivima kako bi se izrazili budući događaji. Dakle, Luka 2: tvoje duše hoče prebosti meč, deine Seele wird ein Degen durchbohren; Luka 18. hoče prodan biti, er wird überliefert werden; hote ga vumoriti, sie werden ihn umbringen etc.</p>"
